timestamp,experiment_id,condition_id,model_id,schematic,completed_trials,expected_trials,val_acc_mean,val_acc_std,val_acc_se,val_acc_ci95_low,val_acc_ci95_high,val_acc_min,val_acc_max,test_acc_mean,test_acc_std,test_acc_se,test_acc_ci95_low,test_acc_ci95_high,test_acc_min,test_acc_max,final_val_recurrent_scale_mean,final_val_recurrent_scale_std,final_val_recurrent_shrink_rate_mean,final_val_recurrent_shrink_rate_std,k_total_target,hh_density_target
2026-03-27T15:04:26,comparison_condition_crp_adaptive_feedforward_init_20260327_005712,crp_adaptive_feedforward_init,crp_adaptive,feedforward,25,25,0.43942,0.0531926451682937,0.01063852903365874,0.41856848309402883,0.4602715169059711,0.3236,0.5303,0.443048,0.052763782717567424,0.010552756543513484,0.4223645971747136,0.4637314028252864,0.3426,0.5411,0.04369158768626221,0.19984372326333483,0.96,0.2,10000.0,
