timestamp,experiment_id,condition_id,model_id,schematic,completed_trials,expected_trials,val_acc_mean,val_acc_std,val_acc_se,val_acc_ci95_low,val_acc_ci95_high,val_acc_min,val_acc_max,test_acc_mean,test_acc_std,test_acc_se,test_acc_ci95_low,test_acc_ci95_high,test_acc_min,test_acc_max,final_val_recurrent_scale_mean,final_val_recurrent_scale_std,final_val_recurrent_shrink_rate_mean,final_val_recurrent_shrink_rate_std,k_total_target,hh_density_target
2026-03-28T02:16:31,comparison_condition_crp_adaptive_full_init_20260327_153327,crp_adaptive_full_init,crp_adaptive,base,25,25,0.674676,0.02207599148396284,0.004415198296792568,0.6660222113382867,0.6833297886617135,0.6301,0.7249,0.683256,0.0269006982561172,0.0053801396512234406,0.6727109262836021,0.6938010737163979,0.629,0.7368,1.0,0.0,0.0,0.0,10000.0,
