timestamp,experiment_id,condition_id,model_id,schematic,completed_trials,expected_trials,val_acc_mean,val_acc_std,val_acc_se,val_acc_ci95_low,val_acc_ci95_high,val_acc_min,val_acc_max,test_acc_mean,test_acc_std,test_acc_se,test_acc_ci95_low,test_acc_ci95_high,test_acc_min,test_acc_max,final_val_recurrent_scale_mean,final_val_recurrent_scale_std,final_val_recurrent_shrink_rate_mean,final_val_recurrent_shrink_rate_std,k_total_target,hh_density_target
2026-03-28T17:26:09,comparison_condition_mlp_feedforward_20260328_140605,mlp_feedforward,mlp,feedforward,25,25,0.976028,0.0018290525780669403,0.0003658105156133881,0.9753110113893978,0.9767449886106022,0.9699,0.9799,0.97688,0.0020605419998955,0.00041210839997910003,0.9760722675360409,0.977687732463959,0.9721,0.9813,,,,,,
