timestamp,experiment_id,condition_id,model_id,schematic,completed_trials,expected_trials,val_acc_mean,val_acc_std,val_acc_se,val_acc_ci95_low,val_acc_ci95_high,val_acc_min,val_acc_max,test_acc_mean,test_acc_std,test_acc_se,test_acc_ci95_low,test_acc_ci95_high,test_acc_min,test_acc_max,final_val_recurrent_scale_mean,final_val_recurrent_scale_std,final_val_recurrent_shrink_rate_mean,final_val_recurrent_shrink_rate_std,k_total_target,hh_density_target
2026-03-29T00:45:03,comparison_condition_mlp_adaptive_20260328_190349,mlp_adaptive,mlp_adaptive,feedforward,25,25,0.617804,0.036575463997968176,0.007315092799593635,0.6034664181127964,0.6321415818872036,0.521,0.6946,0.62138,0.038501688274671805,0.007700337654934361,0.6062873381963287,0.6364726618036713,0.5186,0.7021,,,,,10000.0,
