timestamp,experiment_id,condition_id,model_id,schematic,completed_trials,expected_trials,val_acc_mean,val_acc_std,val_acc_se,val_acc_ci95_low,val_acc_ci95_high,val_acc_min,val_acc_max,test_acc_mean,test_acc_std,test_acc_se,test_acc_ci95_low,test_acc_ci95_high,test_acc_min,test_acc_max,final_val_recurrent_scale_mean,final_val_recurrent_scale_std,final_val_recurrent_shrink_rate_mean,final_val_recurrent_shrink_rate_std,k_total_target,hh_density_target
2026-03-26T04:41:54,comparison_condition_crp_random_sparse_20260326_002658,crp_random_sparse,crp,random_density,25,25,0.97796,0.0019282980405874329,0.0003856596081174866,0.9772041071680898,0.9787158928319103,0.9754,0.9825,0.9782,0.0017233687939614158,0.00034467375879228317,0.9775244394327671,0.9788755605672328,0.9753,0.981,0.0615646056830883,0.0010306043423925185,1.0,0.0,,0.5
