timestamp,experiment_id,condition_id,model_id,schematic,completed_trials,expected_trials,val_acc_mean,val_acc_std,val_acc_se,val_acc_ci95_low,val_acc_ci95_high,val_acc_min,val_acc_max,test_acc_mean,test_acc_std,test_acc_se,test_acc_ci95_low,test_acc_ci95_high,test_acc_min,test_acc_max,final_val_recurrent_scale_mean,final_val_recurrent_scale_std,final_val_recurrent_shrink_rate_mean,final_val_recurrent_shrink_rate_std,k_total_target,hh_density_target
2026-03-27T00:24:55,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,crp,feedforward,25,25,0.975672,0.0024543362986083816,0.0004908672597216763,0.9747099001709455,0.9766340998290545,0.9707,0.9801,0.976236,0.0024363360468813277,0.00048726720937626556,0.9752809562696225,0.9771910437303775,0.9703,0.9815,1.0,0.0,0.0,0.0,,
