timestamp,experiment_id,condition_id,run_index,trial_index,run_seed,mask_seed,model_id,schematic,runtime_seconds,epochs_completed,final_train_loss,final_val_loss,final_val_acc,test_loss,test_acc,final_train_cert_rate,final_train_tau_mean,final_train_recurrent_scale_mean,final_train_recurrent_shrink_rate,final_val_cert_rate,final_val_tau_mean,final_val_recurrent_scale_mean,final_val_recurrent_shrink_rate,test_cert_rate,test_tau_mean,test_recurrent_scale_mean,test_recurrent_shrink_rate,mean_epoch_train_recurrent_scale,mean_epoch_val_recurrent_scale,k_total_target,hh_density_target
2026-03-26T21:42:37,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,1,1,894684355,1573429661,crp,feedforward,386.35716,25,0.00960501739898231,0.13906655126288534,0.9752,0.13178946182512336,0.9769,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T21:49:09,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,2,2,21838114,1761311798,crp,feedforward,392.363046,25,0.012394835654776544,0.14814120618072338,0.9761,0.11528086864545185,0.9789,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T21:55:44,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,3,3,1772117478,1724103795,crp,feedforward,395.203621,25,0.009439344731676392,0.13475233767811443,0.9759,0.12046050058611145,0.9772,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:02:19,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,4,4,641324193,1836395613,crp,feedforward,394.449662,25,0.0027416556151839905,0.13963380594579503,0.9767,0.12268607949010893,0.9769,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:08:56,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,5,5,791158067,2000992392,crp,feedforward,396.970044,25,0.00763055724510923,0.16491364090366697,0.9707,0.16514117638603784,0.9703,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:15:32,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,6,6,415884586,580346373,crp,feedforward,395.961807,25,0.015203103535231202,0.16014639793038368,0.9744,0.13472719826333196,0.975,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:22:09,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,7,7,1215493282,936793384,crp,feedforward,397.067979,25,0.01159003413015511,0.13220929512734292,0.9771,0.12264987702977323,0.9779,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:28:47,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,8,8,347221957,801148508,crp,feedforward,397.884269,25,0.01335326764327474,0.14109547184362456,0.9742,0.13106628120148017,0.9726,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:35:25,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,9,9,266861098,1877275096,crp,feedforward,397.99423,25,0.00866792754307855,0.13479145217556507,0.9784,0.11481046106372869,0.9789,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:42:01,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,10,10,929723557,560686510,crp,feedforward,396.633882,25,0.011126652785334736,0.16872687228918076,0.9737,0.12594135106857499,0.9758,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:48:39,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,11,11,1207054354,1346933383,crp,feedforward,397.412053,25,0.011106725518172607,0.1363531646188698,0.9764,0.13325411421556602,0.977,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T22:55:15,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,12,12,374399940,1313764614,crp,feedforward,396.717525,25,0.007401165821098257,0.1729458291813731,0.9731,0.1414491236215923,0.9735,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T23:01:53,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,13,13,1188033244,401169362,crp,feedforward,397.428631,25,0.005618754578549415,0.15825074804443867,0.9739,0.14137698440995256,0.974,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T23:08:30,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,14,14,762144912,1585161917,crp,feedforward,397.571792,25,0.012354121322897264,0.16694980326890946,0.9711,0.158495737811473,0.9731,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
2026-03-26T23:15:09,comparison_condition_crp_feedforward_20260326_213610,crp_feedforward,15,15,2057428455,1573825650,crp,feedforward,398.19153,25,0.010119189401566982,0.13323089500057686,0.9758,0.1277865905928178,0.9775,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,,
